infinitivo,person,number,tense,mood,conjugacion
servir,3,1,1,0,servían
servir,1,0,2,0,serví
servir,2,0,2,0,serviste
servir,3,0,2,0,sirvió
servir,1,1,2,0,servimos
servir,2,1,2,0,servisteis
servir,3,1,2,0,sirvieron
servir,1,0,1,0,serviré
servir,2,0,1,0,servirás
servir,3,0,1,0,servirá
servir,1,1,1,0,serviremos
servir,2,1,1,0,serviréis
servir,3,1,1,0,servirán
servir,1,0,2,0,serviría
servir,2,0,2,0,servirías
servir,3,0,2,0,serviría
servir,1,1,2,0,serviríamos
servir,2,1,2,0,serviríais
servir,3,1,2,0,servirían
servir,1,0,0,1,sirva
servir,2,0,0,1,sirvas
servir,3,0,0,1,sirva
servir,1,1,0,1,sirvamos
servir,2,1,0,1,sirváis
servir,3,1,0,1,sirvan
servir,1,0,1,1,sirviera
servir,2,0,1,1,sirvieras
servir,3,0,1,1,sirviera
servir,1,1,1,1,sirviéramos
servir,2,1,1,1,sirvierais
servir,3,1,1,1,sirvieran
servir,1,0,1,1,sirviere
servir,2,0,1,1,sirvieres
servir,3,0,1,1,sirviere
servir,1,1,1,1,sirviéremos
servir,2,1,1,1,sirviereis
servir,3,1,1,1,sirvieren
servir,0,0,0,2,–
servir,2,0,0,2,¡sirve!
servir,0,0,0,2,¡sirva!
servir,1,1,0,2,¡sirvamos!
servir,2,1,0,2,¡servid!
servir,0,0,0,2,¡sirvan!
establecer,1,0,0,0,establezco
establecer,2,0,0,0,estableces
establecer,3,0,0,0,establece
establecer,1,1,0,0,establecemos
establecer,2,1,0,0,establecéis
establecer,3,1,0,0,establecen
establecer,1,0,1,0,establecía
establecer,2,0,1,0,establecías
establecer,3,0,1,0,establecía
establecer,1,1,1,0,establecíamos
establecer,2,1,1,0,establecíais
establecer,3,1,1,0,establecían
establecer,1,0,2,0,establecí
establecer,2,0,2,0,estableciste
establecer,3,0,2,0,estableció
establecer,1,1,2,0,establecimos
establecer,2,1,2,0,establecisteis
establecer,3,1,2,0,establecieron
establecer,1,0,1,0,estableceré
establecer,2,0,1,0,establecerás
establecer,3,0,1,0,establecerá
establecer,1,1,1,0,estableceremos
establecer,2,1,1,0,estableceréis
establecer,3,1,1,0,establecerán
establecer,1,0,2,0,establecería
establecer,2,0,2,0,establecerías
establecer,3,0,2,0,establecería
establecer,1,1,2,0,estableceríamos
establecer,2,1,2,0,estableceríais
establecer,3,1,2,0,establecerían
establecer,1,0,0,1,establezca
establecer,2,0,0,1,establezcas
establecer,3,0,0,1,establezca
establecer,1,1,0,1,establezcamos
establecer,2,1,0,1,establezcáis
establecer,3,1,0,1,establezcan
establecer,1,0,1,1,estableciera
establecer,2,0,1,1,establecieras
establecer,3,0,1,1,estableciera
establecer,1,1,1,1,estableciéramos
establecer,2,1,1,1,establecierais
establecer,3,1,1,1,establecieran
establecer,1,0,1,1,estableciere
establecer,2,0,1,1,establecieres
establecer,3,0,1,1,estableciere
establecer,1,1,1,1,estableciéremos
establecer,2,1,1,1,estableciereis
establecer,3,1,1,1,establecieren
establecer,0,0,0,2,–
establecer,2,0,0,2,¡establece!
establecer,0,0,0,2,¡establezca!
establecer,1,1,0,2,¡establezcamos!
establecer,2,1,0,2,¡estableced!
establecer,0,0,0,2,¡establezcan!
compartir,1,0,0,0,comparto
compartir,2,0,0,0,compartes
compartir,3,0,0,0,comparte
compartir,1,1,0,0,compartimos
compartir,2,1,0,0,compartís
compartir,3,1,0,0,comparten
compartir,1,0,1,0,compartía
compartir,2,0,1,0,compartías
compartir,3,0,1,0,compartía
compartir,1,1,1,0,compartíamos
compartir,2,1,1,0,compartíais
compartir,3,1,1,0,compartían
compartir,1,0,2,0,compartí
compartir,2,0,2,0,compartiste
compartir,3,0,2,0,compartió
compartir,1,1,2,0,compartimos
compartir,2,1,2,0,compartisteis
compartir,3,1,2,0,compartieron
compartir,1,0,1,0,compartiré
compartir,2,0,1,0,compartirás
compartir,3,0,1,0,compartirá
compartir,1,1,1,0,compartiremos
compartir,2,1,1,0,compartiréis
compartir,3,1,1,0,compartirán
compartir,1,0,2,0,compartiría
compartir,2,0,2,0,compartirías
compartir,3,0,2,0,compartiría
compartir,1,1,2,0,compartiríamos
compartir,2,1,2,0,compartiríais
compartir,3,1,2,0,compartirían
compartir,1,0,0,1,comparta
compartir,2,0,0,1,compartas
compartir,3,0,0,1,comparta
compartir,1,1,0,1,compartamos
compartir,2,1,0,1,compartáis
compartir,3,1,0,1,compartan
compartir,1,0,1,1,compartiera
compartir,2,0,1,1,compartieras
compartir,3,0,1,1,compartiera
compartir,1,1,1,1,compartiéramos
compartir,2,1,1,1,compartierais
compartir,3,1,1,1,compartieran
compartir,1,0,1,1,compartiere
compartir,2,0,1,1,compartieres
compartir,3,0,1,1,compartiere
compartir,1,1,1,1,compartiéremos
compartir,2,1,1,1,compartiereis
compartir,3,1,1,1,compartieren
compartir,0,0,0,2,–
compartir,2,0,0,2,¡comparte!
compartir,0,0,0,2,¡comparta!
compartir,1,1,0,2,¡compartamos!
compartir,2,1,0,2,¡compartid!
compartir,0,0,0,2,¡compartan!
proteger,1,0,0,0,protejo
proteger,2,0,0,0,proteges
proteger,3,0,0,0,protege
proteger,1,1,0,0,protegemos
proteger,2,1,0,0,protegéis
proteger,3,1,0,0,protegen
proteger,1,0,1,0,protegía
proteger,2,0,1,0,protegías
proteger,3,0,1,0,protegía
proteger,1,1,1,0,protegíamos
proteger,2,1,1,0,protegíais
proteger,3,1,1,0,protegían
proteger,1,0,2,0,protegí
proteger,2,0,2,0,protegiste
proteger,3,0,2,0,protegió
proteger,1,1,2,0,protegimos
proteger,2,1,2,0,protegisteis
proteger,3,1,2,0,protegieron
proteger,1,0,1,0,protegeré
proteger,2,0,1,0,protegerás
proteger,3,0,1,0,protegerá
proteger,1,1,1,0,protegeremos
proteger,2,1,1,0,protegeréis
proteger,3,1,1,0,protegerán
proteger,1,0,2,0,protegería
proteger,2,0,2,0,protegerías
proteger,3,0,2,0,protegería
proteger,1,1,2,0,protegeríamos
proteger,2,1,2,0,protegeríais
proteger,3,1,2,0,protegerían
proteger,1,0,0,1,proteja
proteger,2,0,0,1,protejas
proteger,3,0,0,1,proteja
proteger,1,1,0,1,protejamos
proteger,2,1,0,1,protejáis
proteger,3,1,0,1,protejan
proteger,1,0,1,1,protegiera
proteger,2,0,1,1,protegieras
proteger,3,0,1,1,protegiera
proteger,1,1,1,1,protegiéramos
proteger,2,1,1,1,protegierais
proteger,3,1,1,1,protegieran
proteger,1,0,1,1,protegiere
proteger,2,0,1,1,protegieres
proteger,3,0,1,1,protegiere
proteger,1,1,1,1,protegiéremos
proteger,2,1,1,1,protegiereis
proteger,3,1,1,1,protegieren
proteger,0,0,0,2,–
proteger,2,0,0,2,¡protege!
proteger,0,0,0,2,¡proteja!
proteger,1,1,0,2,¡protejamos!
proteger,2,1,0,2,¡proteged!
proteger,0,0,0,2,¡protejan!
resguardar,1,0,0,0,resguardo
resguardar,2,0,0,0,resguardas
resguardar,3,0,0,0,resguarda
resguardar,1,1,0,0,resguardamos
resguardar,2,1,0,0,resguardáis
resguardar,3,1,0,0,resguardan
resguardar,1,0,1,0,resguardaba
resguardar,2,0,1,0,resguardabas
resguardar,3,0,1,0,resguardaba
resguardar,1,1,1,0,resguardábamos
resguardar,2,1,1,0,resguardabais
resguardar,3,1,1,0,resguardaban
resguardar,1,0,2,0,resguardé
resguardar,2,0,2,0,resguardaste
resguardar,3,0,2,0,resguardó
resguardar,1,1,2,0,resguardamos
resguardar,2,1,2,0,resguardasteis
resguardar,3,1,2,0,resguardaron
resguardar,1,0,1,0,resguardaré
resguardar,2,0,1,0,resguardarás
resguardar,3,0,1,0,resguardará
resguardar,1,1,1,0,resguardaremos
resguardar,2,1,1,0,resguardaréis
resguardar,3,1,1,0,resguardarán
resguardar,1,0,2,0,resguardaría
resguardar,2,0,2,0,resguardarías
resguardar,3,0,2,0,resguardaría
resguardar,1,1,2,0,resguardaríamos
resguardar,2,1,2,0,resguardaríais
resguardar,3,1,2,0,resguardarían
resguardar,1,0,0,1,resguarde
resguardar,2,0,0,1,resguardes
resguardar,3,0,0,1,resguarde
resguardar,1,1,0,1,resguardemos
resguardar,2,1,0,1,resguardéis
resguardar,3,1,0,1,resguarden
resguardar,1,0,1,1,resguardara
resguardar,2,0,1,1,resguardaras
resguardar,3,0,1,1,resguardara
resguardar,1,1,1,1,resguardáramos
resguardar,2,1,1,1,resguardarais
resguardar,3,1,1,1,resguardaran
resguardar,1,0,1,1,resguardare
resguardar,2,0,1,1,resguardares
resguardar,3,0,1,1,resguardare
resguardar,1,1,1,1,resguardáremos
resguardar,2,1,1,1,resguardareis
resguardar,3,1,1,1,resguardaren
resguardar,0,0,0,2,–
resguardar,2,0,0,2,¡resguarda!
resguardar,0,0,0,2,¡resguarde!
resguardar,1,1,0,2,¡resguardemos!
resguardar,2,1,0,2,¡resguardad!
resguardar,0,0,0,2,¡resguarden!
comprar,1,0,0,0,compro
comprar,2,0,0,0,compras
comprar,3,0,0,0,compra
comprar,1,1,0,0,compramos
comprar,2,1,0,0,compráis
comprar,3,1,0,0,compran
comprar,1,0,1,0,compraba
comprar,2,0,1,0,comprabas
comprar,3,0,1,0,compraba
comprar,1,1,1,0,comprábamos
comprar,2,1,1,0,comprabais
comprar,3,1,1,0,compraban
comprar,1,0,2,0,compré
comprar,2,0,2,0,compraste
comprar,3,0,2,0,compró
comprar,1,1,2,0,compramos
comprar,2,1,2,0,comprasteis
comprar,3,1,2,0,compraron
comprar,1,0,1,0,compraré
comprar,2,0,1,0,comprarás
comprar,3,0,1,0,comprará
comprar,1,1,1,0,compraremos
comprar,2,1,1,0,compraréis
comprar,3,1,1,0,comprarán
comprar,1,0,2,0,compraría
comprar,2,0,2,0,comprarías
comprar,3,0,2,0,compraría
comprar,1,1,2,0,compraríamos
comprar,2,1,2,0,compraríais
comprar,3,1,2,0,comprarían
comprar,1,0,0,1,compre
comprar,2,0,0,1,compres
comprar,3,0,0,1,compre
comprar,1,1,0,1,compremos
comprar,2,1,0,1,compréis
comprar,3,1,0,1,compren
comprar,1,0,1,1,comprara
comprar,2,0,1,1,compraras
comprar,3,0,1,1,comprara
comprar,1,1,1,1,compráramos
comprar,2,1,1,1,comprarais
comprar,3,1,1,1,compraran
comprar,1,0,1,1,comprare
comprar,2,0,1,1,comprares
comprar,3,0,1,1,comprare
comprar,1,1,1,1,compráremos
comprar,2,1,1,1,comprareis
comprar,3,1,1,1,compraren
comprar,0,0,0,2,–
comprar,2,0,0,2,¡compra!
comprar,0,0,0,2,¡compre!
comprar,1,1,0,2,¡compremos!
comprar,2,1,0,2,¡comprad!
comprar,0,0,0,2,¡compren!
suspirar,1,0,0,0,suspiro
suspirar,2,0,0,0,suspiras
suspirar,3,0,0,0,suspira
suspirar,1,1,0,0,suspiramos
suspirar,2,1,0,0,suspiráis
suspirar,3,1,0,0,suspiran
suspirar,1,0,1,0,suspiraba
suspirar,2,0,1,0,suspirabas
suspirar,3,0,1,0,suspiraba
suspirar,1,1,1,0,suspirábamos
suspirar,2,1,1,0,suspirabais
suspirar,3,1,1,0,suspiraban
suspirar,1,0,2,0,suspiré
suspirar,2,0,2,0,suspiraste
suspirar,3,0,2,0,suspiró
suspirar,1,1,2,0,suspiramos
suspirar,2,1,2,0,suspirasteis
suspirar,3,1,2,0,suspiraron
suspirar,1,0,1,0,suspiraré
suspirar,2,0,1,0,suspirarás
suspirar,3,0,1,0,suspirará
suspirar,1,1,1,0,suspiraremos
suspirar,2,1,1,0,suspiraréis
suspirar,3,1,1,0,suspirarán
suspirar,1,0,2,0,suspiraría
suspirar,2,0,2,0,suspirarías
suspirar,3,0,2,0,suspiraría
suspirar,1,1,2,0,suspiraríamos
suspirar,2,1,2,0,suspiraríais
suspirar,3,1,2,0,suspirarían
suspirar,1,0,0,1,suspire
suspirar,2,0,0,1,suspires
suspirar,3,0,0,1,suspire
suspirar,1,1,0,1,suspiremos
suspirar,2,1,0,1,suspiréis
suspirar,3,1,0,1,suspiren
suspirar,1,0,1,1,suspirara
suspirar,2,0,1,1,suspiraras
suspirar,3,0,1,1,suspirara
suspirar,1,1,1,1,suspiráramos
suspirar,2,1,1,1,suspirarais
suspirar,3,1,1,1,suspiraran
suspirar,1,0,1,1,suspirare
suspirar,2,0,1,1,suspirares
suspirar,3,0,1,1,suspirare
suspirar,1,1,1,1,suspiráremos
suspirar,2,1,1,1,suspirareis
suspirar,3,1,1,1,suspiraren
suspirar,0,0,0,2,–
suspirar,2,0,0,2,¡suspira!
suspirar,0,0,0,2,¡suspire!
suspirar,1,1,0,2,¡suspiremos!
suspirar,2,1,0,2,¡suspirad!
suspirar,0,0,0,2,¡suspiren!
firmar,1,0,0,0,firmo
firmar,2,0,0,0,firmas
firmar,3,0,0,0,firma
firmar,1,1,0,0,firmamos
firmar,2,1,0,0,firmáis
firmar,3,1,0,0,firman
firmar,1,0,1,0,firmaba
firmar,2,0,1,0,firmabas
firmar,3,0,1,0,firmaba
firmar,1,1,1,0,firmábamos
firmar,2,1,1,0,firmabais
firmar,3,1,1,0,firmaban
firmar,1,0,2,0,firmé
firmar,2,0,2,0,firmaste
firmar,3,0,2,0,firmó
firmar,1,1,2,0,firmamos
firmar,2,1,2,0,firmasteis
firmar,3,1,2,0,firmaron
firmar,1,0,1,0,firmaré
firmar,2,0,1,0,firmarás
firmar,3,0,1,0,firmará
firmar,1,1,1,0,firmaremos
firmar,2,1,1,0,firmaréis
firmar,3,1,1,0,firmarán
firmar,1,0,2,0,firmaría
firmar,2,0,2,0,firmarías
firmar,3,0,2,0,firmaría
firmar,1,1,2,0,firmaríamos
firmar,2,1,2,0,firmaríais
firmar,3,1,2,0,firmarían
firmar,1,0,0,1,firme
firmar,2,0,0,1,firmes
firmar,3,0,0,1,firme
firmar,1,1,0,1,firmemos
firmar,2,1,0,1,firméis
firmar,3,1,0,1,firmen
firmar,1,0,1,1,firmara
firmar,2,0,1,1,firmaras
firmar,3,0,1,1,firmara
firmar,1,1,1,1,firmáramos
firmar,2,1,1,1,firmarais
firmar,3,1,1,1,firmaran
firmar,1,0,1,1,firmare
firmar,2,0,1,1,firmares
firmar,3,0,1,1,firmare
firmar,1,1,1,1,firmáremos
firmar,2,1,1,1,firmareis
firmar,3,1,1,1,firmaren
firmar,0,0,0,2,–
firmar,2,0,0,2,¡firma!
firmar,0,0,0,2,¡firme!
firmar,1,1,0,2,¡firmemos!
firmar,2,1,0,2,¡firmad!
firmar,0,0,0,2,¡firmen!
pecar,1,0,0,0,peco
pecar,2,0,0,0,pecas
pecar,3,0,0,0,peca
pecar,1,1,0,0,pecamos
pecar,2,1,0,0,pecáis
pecar,3,1,0,0,pecan
pecar,1,0,1,0,pecaba
pecar,2,0,1,0,pecabas
pecar,3,0,1,0,pecaba
pecar,1,1,1,0,pecábamos
pecar,2,1,1,0,pecabais
pecar,3,1,1,0,pecaban
pecar,1,0,2,0,pequé
pecar,2,0,2,0,pecaste
pecar,3,0,2,0,pecó
pecar,1,1,2,0,pecamos
pecar,2,1,2,0,pecasteis
pecar,3,1,2,0,pecaron
pecar,1,0,1,0,pecaré
pecar,2,0,1,0,pecarás
pecar,3,0,1,0,pecará
pecar,1,1,1,0,pecaremos
pecar,2,1,1,0,pecaréis
pecar,3,1,1,0,pecarán
pecar,1,0,2,0,pecaría
pecar,2,0,2,0,pecarías
pecar,3,0,2,0,pecaría
pecar,1,1,2,0,pecaríamos
pecar,2,1,2,0,pecaríais
pecar,3,1,2,0,pecarían
pecar,1,0,0,1,peque
pecar,2,0,0,1,peques
pecar,3,0,0,1,peque
pecar,1,1,0,1,pequemos
pecar,2,1,0,1,pequéis
pecar,3,1,0,1,pequen
pecar,1,0,1,1,pecara
pecar,2,0,1,1,pecaras
pecar,3,0,1,1,pecara
pecar,1,1,1,1,pecáramos
pecar,2,1,1,1,pecarais
pecar,3,1,1,1,pecaran
pecar,1,0,1,1,pecare
pecar,2,0,1,1,pecares
pecar,3,0,1,1,pecare
pecar,1,1,1,1,pecáremos
pecar,2,1,1,1,pecareis
pecar,3,1,1,1,pecaren
pecar,0,0,0,2,–
pecar,2,0,0,2,¡peca!
pecar,0,0,0,2,¡peque!
pecar,1,1,0,2,¡pequemos!
pecar,2,1,0,2,¡pecad!
pecar,0,0,0,2,¡pequen!
esquiar,1,0,0,0,esquío
esquiar,2,0,0,0,esquías
esquiar,3,0,0,0,esquía
esquiar,1,1,0,0,esquiamos
esquiar,2,1,0,0,esquiáis
esquiar,3,1,0,0,esquían
esquiar,1,0,1,0,esquiaba
esquiar,2,0,1,0,esquiabas
esquiar,3,0,1,0,esquiaba
esquiar,1,1,1,0,esquiábamos
esquiar,2,1,1,0,esquiabais
esquiar,3,1,1,0,esquiaban
esquiar,1,0,2,0,esquié
esquiar,2,0,2,0,esquiaste
esquiar,3,0,2,0,esquió
esquiar,1,1,2,0,esquiamos
esquiar,2,1,2,0,esquiasteis
esquiar,3,1,2,0,esquiaron
esquiar,1,0,1,0,esquiaré
esquiar,2,0,1,0,esquiarás
esquiar,3,0,1,0,esquiará
esquiar,1,1,1,0,esquiaremos
esquiar,2,1,1,0,esquiaréis
esquiar,3,1,1,0,esquiarán
esquiar,1,0,2,0,esquiaría
esquiar,2,0,2,0,esquiarías
esquiar,3,0,2,0,esquiaría
esquiar,1,1,2,0,esquiaríamos
esquiar,2,1,2,0,esquiaríais
esquiar,3,1,2,0,esquiarían
esquiar,1,0,0,1,esquíe
esquiar,2,0,0,1,esquíes
esquiar,3,0,0,1,esquíe
esquiar,1,1,0,1,esquiemos
esquiar,2,1,0,1,esquiéis
esquiar,3,1,0,1,esquíen
esquiar,1,0,1,1,esquiara
esquiar,2,0,1,1,esquiaras
esquiar,3,0,1,1,esquiara
esquiar,1,1,1,1,esquiáramos
esquiar,2,1,1,1,esquiarais
esquiar,3,1,1,1,esquiaran
esquiar,1,0,1,1,esquiare
esquiar,2,0,1,1,esquiares
esquiar,3,0,1,1,esquiare
esquiar,1,1,1,1,esquiáremos
esquiar,2,1,1,1,esquiareis
esquiar,3,1,1,1,esquiaren
esquiar,0,0,0,2,–
esquiar,2,0,0,2,¡esquía!
esquiar,0,0,0,2,¡esquíe!
esquiar,1,1,0,2,¡esquiemos!
esquiar,2,1,0,2,¡esquiad!
esquiar,0,0,0,2,¡esquíen!
disminuir,1,0,0,0,disminuyo
disminuir,2,0,0,0,disminuyes
disminuir,3,0,0,0,disminuye
disminuir,1,1,0,0,disminuimos
disminuir,2,1,0,0,disminuís
disminuir,3,1,0,0,disminuyen
disminuir,1,0,1,0,disminuía
disminuir,2,0,1,0,disminuías
disminuir,3,0,1,0,disminuía
disminuir,1,1,1,0,disminuíamos
disminuir,2,1,1,0,disminuíais
disminuir,3,1,1,0,disminuían
disminuir,1,0,2,0,disminuí
disminuir,2,0,2,0,disminuiste
disminuir,3,0,2,0,disminuyó
disminuir,1,1,2,0,disminuimos
disminuir,2,1,2,0,disminuisteis
disminuir,3,1,2,0,disminuyeron
disminuir,1,0,1,0,disminuiré
disminuir,2,0,1,0,disminuirás
disminuir,3,0,1,0,disminuirá
disminuir,1,1,1,0,disminuiremos
disminuir,2,1,1,0,disminuiréis
disminuir,3,1,1,0,disminuirán
disminuir,1,0,2,0,disminuiría
disminuir,2,0,2,0,disminuirías
disminuir,3,0,2,0,disminuiría
disminuir,1,1,2,0,disminuiríamos
disminuir,2,1,2,0,disminuiríais
disminuir,3,1,2,0,disminuirían
disminuir,1,0,0,1,disminuya
disminuir,2,0,0,1,disminuyas
disminuir,3,0,0,1,disminuya
disminuir,1,1,0,1,disminuyamos
disminuir,2,1,0,1,disminuyáis
disminuir,3,1,0,1,disminuyan
disminuir,1,0,1,1,disminuyera
disminuir,2,0,1,1,disminuyeras
disminuir,3,0,1,1,disminuyera
disminuir,1,1,1,1,disminuyéramos
disminuir,2,1,1,1,disminuyerais
disminuir,3,1,1,1,disminuyeran
disminuir,1,0,1,1,disminuyere
disminuir,2,0,1,1,disminuyeres
disminuir,3,0,1,1,disminuyere
disminuir,1,1,1,1,disminuyéremos
disminuir,2,1,1,1,disminuyereis
disminuir,3,1,1,1,disminuyeren
disminuir,0,0,0,2,–
disminuir,2,0,0,2,¡disminuye!
disminuir,0,0,0,2,¡disminuya!
disminuir,1,1,0,2,¡disminuyamos!
disminuir,2,1,0,2,¡disminuid!
disminuir,0,0,0,2,¡disminuyan!
oler,1,0,0,0,huelo
oler,2,0,0,0,hueles
oler,3,0,0,0,huele
oler,1,1,0,0,olemos
oler,2,1,0,0,oléis
oler,3,1,0,0,huelen
oler,1,0,1,0,olía
oler,2,0,1,0,olías
oler,3,0,1,0,olía
oler,1,1,1,0,olíamos
oler,2,1,1,0,olíais
oler,3,1,1,0,olían
oler,1,0,2,0,olí
oler,2,0,2,0,oliste
oler,3,0,2,0,olió
oler,1,1,2,0,olimos
oler,2,1,2,0,olisteis
oler,3,1,2,0,olieron
oler,1,0,1,0,oleré
oler,2,0,1,0,olerás
oler,3,0,1,0,olerá
oler,1,1,1,0,oleremos
oler,2,1,1,0,oleréis
oler,3,1,1,0,olerán
oler,1,0,2,0,olería
oler,2,0,2,0,olerías
oler,3,0,2,0,olería
oler,1,1,2,0,oleríamos
oler,2,1,2,0,oleríais
oler,3,1,2,0,olerían
oler,1,0,0,1,huela
oler,2,0,0,1,huelas
oler,3,0,0,1,huela
oler,1,1,0,1,olamos
oler,2,1,0,1,oláis
oler,3,1,0,1,huelan
oler,1,0,1,1,oliera
oler,2,0,1,1,olieras
oler,3,0,1,1,oliera
oler,1,1,1,1,oliéramos
oler,2,1,1,1,olierais
oler,3,1,1,1,olieran
oler,1,0,1,1,oliere
oler,2,0,1,1,olieres
oler,3,0,1,1,oliere
oler,1,1,1,1,oliéremos
oler,2,1,1,1,oliereis
oler,3,1,1,1,olieren
oler,0,0,0,2,–
oler,2,0,0,2,¡huele!
oler,0,0,0,2,¡huela!
oler,1,1,0,2,¡olamos!
oler,2,1,0,2,¡oled!
oler,0,0,0,2,¡huelan!
fumar,1,0,0,0,fumo
fumar,2,0,0,0,fumas
fumar,3,0,0,0,fuma
fumar,1,1,0,0,fumamos
fumar,2,1,0,0,fumáis
fumar,3,1,0,0,fuman
fumar,1,0,1,0,fumaba
fumar,2,0,1,0,fumabas
fumar,3,0,1,0,fumaba
fumar,1,1,1,0,fumábamos
fumar,2,1,1,0,fumabais
fumar,3,1,1,0,fumaban
fumar,1,0,2,0,fumé
fumar,2,0,2,0,fumaste
fumar,3,0,2,0,fumó
fumar,1,1,2,0,fumamos
fumar,2,1,2,0,fumasteis
fumar,3,1,2,0,fumaron
fumar,1,0,1,0,fumaré
fumar,2,0,1,0,fumarás
fumar,3,0,1,0,fumará
fumar,1,1,1,0,fumaremos
fumar,2,1,1,0,fumaréis
fumar,3,1,1,0,fumarán
fumar,1,0,2,0,fumaría
fumar,2,0,2,0,fumarías
fumar,3,0,2,0,fumaría
fumar,1,1,2,0,fumaríamos
fumar,2,1,2,0,fumaríais
fumar,3,1,2,0,fumarían
fumar,1,0,0,1,fume
fumar,2,0,0,1,fumes
fumar,3,0,0,1,fume
fumar,1,1,0,1,fumemos
fumar,2,1,0,1,fuméis
fumar,3,1,0,1,fumen
fumar,1,0,1,1,fumara
fumar,2,0,1,1,fumaras
fumar,3,0,1,1,fumara
fumar,1,1,1,1,fumáramos
fumar,2,1,1,1,fumarais
fumar,3,1,1,1,fumaran
fumar,1,0,1,1,fumare
fumar,2,0,1,1,fumares
fumar,3,0,1,1,fumare
fumar,1,1,1,1,fumáremos
fumar,2,1,1,1,fumareis
fumar,3,1,1,1,fumaren
fumar,0,0,0,2,–
fumar,2,0,0,2,¡fuma!
fumar,0,0,0,2,¡fume!
fumar,1,1,0,2,¡fumemos!
fumar,2,1,0,2,¡fumad!
fumar,0,0,0,2,¡fumen!
estornudar,1,0,0,0,estornudo
estornudar,2,0,0,0,estornudas
estornudar,3,0,0,0,estornuda
estornudar,1,1,0,0,estornudamos
estornudar,2,1,0,0,estornudáis
estornudar,3,1,0,0,estornudan
estornudar,1,0,1,0,estornudaba
estornudar,2,0,1,0,estornudabas
estornudar,3,0,1,0,estornudaba
estornudar,1,1,1,0,estornudábamos
estornudar,2,1,1,0,estornudabais
estornudar,3,1,1,0,estornudaban
estornudar,1,0,2,0,estornudé
estornudar,2,0,2,0,estornudaste
estornudar,3,0,2,0,estornudó
estornudar,1,1,2,0,estornudamos
estornudar,2,1,2,0,estornudasteis
estornudar,3,1,2,0,estornudaron
estornudar,1,0,1,0,estornudaré
estornudar,2,0,1,0,estornudarás
estornudar,3,0,1,0,estornudará
estornudar,1,1,1,0,estornudaremos
estornudar,2,1,1,0,estornudaréis
estornudar,3,1,1,0,estornudarán
estornudar,1,0,2,0,estornudaría
estornudar,2,0,2,0,estornudarías
estornudar,3,0,2,0,estornudaría
estornudar,1,1,2,0,estornudaríamos
estornudar,2,1,2,0,estornudaríais
estornudar,3,1,2,0,estornudarían
estornudar,1,0,0,1,estornude
estornudar,2,0,0,1,estornudes
estornudar,3,0,0,1,estornude
estornudar,1,1,0,1,estornudemos
estornudar,2,1,0,1,estornudéis
estornudar,3,1,0,1,estornuden
estornudar,1,0,1,1,estornudara
estornudar,2,0,1,1,estornudaras
estornudar,3,0,1,1,estornudara
estornudar,1,1,1,1,estornudáramos
estornudar,2,1,1,1,estornudarais
estornudar,3,1,1,1,estornudaran
estornudar,1,0,1,1,estornudare
estornudar,2,0,1,1,estornudares
estornudar,3,0,1,1,estornudare
estornudar,1,1,1,1,estornudáremos
estornudar,2,1,1,1,estornudareis
estornudar,3,1,1,1,estornudaren
estornudar,0,0,0,2,–
estornudar,2,0,0,2,¡estornuda!
estornudar,0,0,0,2,¡estornude!
estornudar,1,1,0,2,¡estornudemos!
estornudar,2,1,0,2,¡estornudad!
estornudar,0,0,0,2,¡estornuden!
roncar,1,0,0,0,ronco
roncar,2,0,0,0,roncas
roncar,3,0,0,0,ronca
roncar,1,1,0,0,roncamos
roncar,2,1,0,0,roncáis
roncar,3,1,0,0,roncan
roncar,1,0,1,0,roncaba
roncar,2,0,1,0,roncabas
roncar,3,0,1,0,roncaba
roncar,1,1,1,0,roncábamos
roncar,2,1,1,0,roncabais
roncar,3,1,1,0,roncaban
roncar,1,0,2,0,ronqué
roncar,2,0,2,0,roncaste
roncar,3,0,2,0,roncó
roncar,1,1,2,0,roncamos
roncar,2,1,2,0,roncasteis
roncar,3,1,2,0,roncaron
roncar,1,0,1,0,roncaré
roncar,2,0,1,0,roncarás
roncar,3,0,1,0,roncará
roncar,1,1,1,0,roncaremos
roncar,2,1,1,0,roncaréis
roncar,3,1,1,0,roncarán
roncar,1,0,2,0,roncaría
roncar,2,0,2,0,roncarías
roncar,3,0,2,0,roncaría
roncar,1,1,2,0,roncaríamos
roncar,2,1,2,0,roncaríais
roncar,3,1,2,0,roncarían
roncar,1,0,0,1,ronque
roncar,2,0,0,1,ronques
roncar,3,0,0,1,ronque
roncar,1,1,0,1,ronquemos
roncar,2,1,0,1,ronquéis
roncar,3,1,0,1,ronquen
roncar,1,0,1,1,roncara
roncar,2,0,1,1,roncaras
roncar,3,0,1,1,roncara
roncar,1,1,1,1,roncáramos
roncar,2,1,1,1,roncarais
roncar,3,1,1,1,roncaran
roncar,1,0,1,1,roncare
roncar,2,0,1,1,roncares
roncar,3,0,1,1,roncare
roncar,1,1,1,1,roncáremos
roncar,2,1,1,1,roncareis
roncar,3,1,1,1,roncaren
roncar,0,0,0,2,–
roncar,2,0,0,2,¡ronca!
roncar,0,0,0,2,¡ronque!
roncar,1,1,0,2,¡ronquemos!
roncar,2,1,0,2,¡roncad!
roncar,0,0,0,2,¡ronquen!
